Crop_Type,SOC,N_Content,P_Content,K_Content,pH,Fertilizer_Type,Fertilizer_Amount,Temperature,Rainfall,Humidity,Carbon_Footprint
Wheat,2.59,43.6,5.6,46.7,6.14,Urea,157.0,25.1,911.1,53.2,526.9
Wheat,1.52,73.9,35.6,86.2,6.16,Urea,243.1,25.3,616.3,54.9,788.7
Corn,2.44,10.0,41.2,84.9,7.0,Urea,375.4,27.7,445.3,82.7,1112.2
Corn,1.61,70.9,33.7,41.1,6.66,Urea,447.9,15.0,406.6,73.2,1348.5
Wheat,1.48,76.6,40.4,54.4,6.6,Ammonium Nitrate,108.3,15.3,1484.0,46.3,499.7
Rice,1.69,81.0,14.9,98.8,6.96,NPK_15-15-15,273.0,27.0,789.3,45.7,1373.5
Soybeans,1.9,35.9,23.4,73.2,4.96,Organic,95.1,25.4,710.2,65.3,174.3
Corn,2.16,80.6,50.5,80.7,6.62,Ammonium Nitrate,397.2,19.5,775.4,72.4,1344.4
Corn,2.39,49.0,35.0,41.8,6.55,Urea,372.9,25.4,629.4,56.9,1140.1
Rice,0.5,54.7,40.1,78.1,7.57,Urea,418.0,16.2,812.5,44.8,2239.7
Corn,1.55,92.9,26.8,36.6,5.33,Urea,261.5,38.0,862.2,51.5,1029.1
Corn,1.89,125.4,35.3,25.4,7.49,None,0.0,30.3,855.3,84.7,390.1
Soybeans,3.4,76.3,5.0,79.5,6.45,NPK_15-15-15,25.4,26.7,408.1,71.0,34.6
Corn,1.34,54.6,47.7,93.7,6.74,Ammonium Nitrate,444.8,23.9,1162.4,77.0,1686.8
Wheat,2.33,79.7,62.1,59.9,7.57,NPK_15-15-15,122.8,20.3,656.5,79.0,304.5
Rice,3.4,98.5,19.0,54.1,6.79,NPK_15-15-15,277.9,16.7,619.5,57.5,1217.5
Corn,1.15,90.5,20.9,99.2,6.68,None,0.0,22.9,603.7,60.5,356.6
Rice,2.52,143.6,41.6,61.1,6.57,Ammonium Nitrate,309.6,19.0,481.6,63.0,1973.4
Soybeans,1.56,57.1,57.1,63.7,6.06,Organic,64.2,19.3,943.7,70.0,227.2
Rice,1.8,81.3,35.0,98.9,6.38,NPK_15-15-15,173.5,16.1,1163.2,78.1,1300.8
Soybeans,1.56,113.7,16.6,57.9,5.9,NPK_15-15-15,30.0,24.8,597.0,87.4,215.7
Corn,1.61,112.2,31.9,51.9,6.37,Urea,264.0,21.5,204.9,74.8,923.0
Soybeans,4.38,26.2,19.6,81.3,4.76,NPK_15-15-15,92.5,26.3,490.5,74.9,36.2
Corn,2.88,74.9,25.0,50.8,6.7,Urea,433.4,25.9,693.1,88.1,1225.2
Wheat,3.08,112.1,30.4,62.1,6.31,Organic,236.8,24.7,419.0,62.5,117.1
Wheat,2.59,147.3,21.1,38.6,6.16,Urea,145.1,37.3,640.4,79.3,513.4
Vegetables,0.91,92.6,23.3,68.7,6.55,None,0.0,27.8,657.0,71.9,448.8
Rice,2.52,65.8,36.1,66.4,5.4,Organic,439.4,16.9,844.6,72.4,1076.1
Corn,3.06,49.8,38.2,84.4,7.75,None,0.0,25.9,340.8,62.4,166.3
Corn,1.52,130.5,13.6,82.1,6.33,Urea,334.1,23.2,1053.0,48.3,1077.2
Soybeans,2.97,93.2,40.9,76.0,6.3,None,0.0,16.5,1431.3,69.1,86.8
Wheat,2.76,53.8,29.3,72.9,5.72,Urea,187.1,16.1,1350.2,69.2,566.3
Soybeans,3.68,69.9,45.8,63.5,6.42,NPK_15-15-15,3.8,25.9,645.6,58.1,-2.0
Corn,1.87,82.8,46.7,77.2,7.37,Urea,185.8,27.1,1084.0,63.8,754.2
Rice,1.32,88.6,26.8,42.8,7.13,Ammonium Nitrate,335.5,18.1,1042.6,54.4,2182.2
Corn,1.91,52.5,44.2,18.0,7.0,Urea,403.1,28.5,834.8,54.5,1262.2
Vegetables,3.35,59.6,22.4,88.2,6.78,Organic,134.9,25.0,912.0,59.2,103.2
Wheat,0.74,33.7,54.9,78.5,6.15,Urea,163.9,29.7,1089.1,49.1,710.9
Vegetables,0.55,101.0,23.0,62.5,5.38,Organic,226.9,29.2,1159.2,58.0,524.6
Rice,2.27,66.5,40.3,86.5,6.26,Ammonium Nitrate,195.7,22.7,565.9,73.6,1635.2
Wheat,1.85,86.7,32.2,50.4,6.23,Ammonium Nitrate,291.8,32.0,1111.7,82.5,1119.4
Wheat,2.21,110.6,19.7,50.9,7.13,Urea,218.3,17.7,1433.3,89.9,808.7
Rice,2.96,80.5,48.5,48.1,6.62,Urea,169.2,35.9,1158.8,60.2,1453.3
Soybeans,1.76,72.2,25.8,76.4,7.53,Organic,60.4,18.9,1387.8,79.4,198.1
Vegetables,0.7,79.8,9.5,33.3,7.24,NPK_15-15-15,144.8,23.3,200.0,69.0,497.0
Vegetables,3.84,76.6,5.0,49.7,6.08,Organic,135.0,20.6,1058.5,62.2,61.4
Soybeans,1.4,106.2,21.9,70.8,5.14,Organic,95.7,21.5,942.5,69.8,169.5
Rice,1.35,82.8,55.6,40.9,7.37,Ammonium Nitrate,210.1,38.0,1209.5,78.2,1889.8
Rice,3.08,61.4,53.9,51.8,7.35,NPK_15-15-15,301.6,21.1,456.0,59.0,1314.4
Vegetables,1.89,101.2,24.2,20.8,5.44,Organic,280.1,27.9,672.9,58.7,381.4
Corn,2.15,105.8,29.4,77.1,7.46,Urea,346.7,22.3,1165.2,60.1,1103.8
Soybeans,2.59,41.5,28.0,51.2,6.67,NPK_15-15-15,38.7,28.4,479.1,57.5,102.6
Soybeans,3.07,113.3,15.0,43.0,6.51,Organic,59.0,20.7,934.8,79.4,31.4
Wheat,1.93,84.1,20.8,39.1,7.53,Ammonium Nitrate,248.7,24.8,844.1,55.8,884.2
Vegetables,3.42,82.1,49.7,56.6,7.34,Ammonium Nitrate,118.4,26.8,781.4,57.9,385.2
Rice,0.5,100.2,42.6,33.4,6.86,Urea,387.7,19.7,1050.4,68.7,2174.1
Rice,2.81,60.8,39.1,103.8,6.73,Urea,217.6,37.8,459.6,67.8,1477.9
Corn,1.53,98.9,15.0,17.3,6.83,Urea,354.8,27.0,577.0,60.1,1166.4
Rice,3.3,65.6,36.5,56.0,6.12,Urea,209.7,22.3,801.3,85.2,1451.1
Rice,2.31,38.1,5.0,67.1,6.36,Urea,355.6,19.9,429.6,57.4,1775.8
Rice,1.66,50.1,47.6,49.5,5.77,NPK_15-15-15,187.2,24.0,1280.8,62.9,1283.3
Soybeans,2.73,89.2,38.9,69.2,6.17,None,0.0,17.2,570.4,41.9,-37.9
Vegetables,2.91,51.4,14.8,49.0,6.14,Urea,281.1,32.8,1125.2,61.3,897.5
Corn,2.71,115.3,59.2,95.6,5.96,Ammonium Nitrate,306.5,25.7,543.6,49.1,1113.1
Rice,1.38,104.7,8.1,42.6,6.5,Urea,379.4,23.0,1096.5,54.0,2032.5
Vegetables,1.81,108.3,43.0,18.0,6.17,Urea,323.9,28.9,286.9,41.5,963.6
Corn,2.2,78.1,43.3,39.0,6.75,NPK_15-15-15,380.1,19.7,1343.0,54.3,723.2
Corn,2.17,81.4,16.4,72.7,5.26,NPK_15-15-15,198.2,17.5,1247.3,64.1,533.7
Corn,2.8,45.2,34.4,62.6,6.32,None,0.0,22.8,656.6,62.1,220.3
Wheat,0.59,99.9,10.4,80.0,6.49,NPK_15-15-15,201.6,24.2,561.0,60.0,633.3
Corn,2.47,84.5,5.0,75.0,6.18,Ammonium Nitrate,379.6,26.3,1010.2,61.1,1415.7
Vegetables,1.97,89.2,19.0,52.3,6.28,Organic,163.8,15.8,315.9,58.9,263.3
Rice,1.53,117.2,25.8,55.2,5.29,Urea,389.9,21.1,862.2,64.6,2073.7
Wheat,1.61,59.9,44.7,57.3,6.65,NPK_15-15-15,204.5,10.0,567.3,63.7,329.2
Corn,2.03,71.8,36.0,102.7,6.85,Urea,441.5,17.4,761.0,68.3,1224.3
Wheat,0.5,83.2,36.4,78.8,6.75,Ammonium Nitrate,252.8,27.2,624.7,62.6,1123.1
Wheat,1.64,51.6,19.8,102.8,7.13,Ammonium Nitrate,162.0,28.5,570.6,59.8,691.9
Soybeans,1.5,70.3,27.0,81.8,6.54,Organic,80.8,17.6,1446.7,74.3,278.3
Soybeans,2.63,87.3,21.1,63.7,6.74,None,0.0,21.8,1123.2,72.2,133.9
Wheat,1.56,66.9,16.6,44.6,6.51,Urea,275.2,23.6,332.0,64.6,861.6
Vegetables,2.03,107.7,26.1,69.0,6.88,NPK_15-15-15,126.9,29.1,543.5,79.3,406.5
Soybeans,3.43,37.2,36.1,63.8,5.3,None,0.0,31.5,1150.1,66.0,-6.1
Soybeans,3.0,103.1,26.4,63.1,5.77,Organic,86.8,24.3,1189.0,63.1,122.7
Corn,2.92,91.5,30.1,60.8,7.51,Urea,372.0,22.1,365.2,64.2,1050.2
Corn,1.8,60.8,45.4,24.0,4.68,Urea,249.5,16.0,1094.5,67.0,906.9
Corn,2.63,51.9,27.5,90.2,6.3,Urea,310.1,24.1,942.8,54.0,937.9
Wheat,2.01,23.0,15.0,64.0,7.22,Ammonium Nitrate,112.3,34.3,200.0,42.5,489.6
Rice,2.04,55.1,43.5,36.7,6.33,Urea,296.2,30.2,708.9,68.4,1862.7
Rice,2.53,101.2,39.0,74.6,6.12,NPK_15-15-15,428.8,24.4,802.3,75.0,1550.3
Vegetables,1.72,73.6,39.9,47.9,6.49,NPK_15-15-15,200.8,25.1,867.0,53.0,503.8
Vegetables,3.39,104.1,44.4,76.2,6.15,None,0.0,19.9,387.8,77.9,42.6
Vegetables,2.07,59.5,41.8,82.6,6.42,None,0.0,21.6,582.9,45.2,218.3
Rice,2.69,92.7,35.4,85.4,5.92,Urea,309.4,24.3,632.0,58.3,1736.7
Wheat,3.36,57.1,70.9,61.8,7.18,NPK_15-15-15,264.5,24.3,662.5,85.5,386.5
Rice,3.03,50.9,15.7,56.7,7.4,NPK_15-15-15,291.4,28.8,668.4,69.3,1335.8
Corn,1.07,72.3,26.2,52.5,6.31,Urea,397.7,28.5,803.6,61.4,1324.7
Corn,2.56,58.4,49.5,50.5,5.43,Urea,295.7,26.2,958.4,68.0,959.9
Rice,2.88,36.4,37.1,64.7,6.03,Ammonium Nitrate,399.5,18.3,1471.0,79.4,2173.9
Rice,2.91,70.4,46.4,60.8,6.27,Urea,314.6,18.5,1154.8,47.7,1718.0
Soybeans,1.31,77.7,37.5,48.5,6.75,NPK_15-15-15,83.7,18.9,1310.9,80.8,375.1
Corn,1.67,106.7,55.6,42.1,5.69,NPK_15-15-15,401.4,24.7,681.7,59.1,821.1
Soybeans,3.0,98.4,19.9,62.8,5.86,Ammonium Nitrate,48.7,13.0,498.6,73.5,114.5
Wheat,1.59,105.5,55.1,56.3,6.76,Urea,234.8,23.5,1130.5,57.6,804.1
Rice,1.96,93.0,52.6,42.2,7.06,Urea,382.4,30.8,844.3,85.2,2072.2
Wheat,3.46,83.3,16.8,81.6,5.96,Urea,202.7,27.0,1105.6,64.6,561.1
Rice,2.16,44.3,44.5,100.4,5.47,Urea,317.4,21.7,541.2,49.1,1783.3
Wheat,1.62,78.7,34.4,84.3,8.5,Ammonium Nitrate,192.4,19.9,1077.0,70.6,847.0
Rice,1.5,89.9,25.9,50.6,6.95,Urea,159.7,27.7,788.7,80.6,1537.3
Corn,2.47,111.4,6.7,64.0,6.21,Ammonium Nitrate,415.0,25.1,688.7,79.3,1453.8
Corn,1.13,92.2,19.8,95.8,7.01,Ammonium Nitrate,421.1,22.2,721.6,66.1,1617.4
Wheat,2.0,106.0,45.6,41.5,6.31,Organic,189.9,20.4,1021.7,74.7,269.5
Vegetables,2.47,49.2,47.2,80.7,7.01,NPK_15-15-15,199.3,23.9,1120.9,59.9,376.0
Rice,3.24,66.8,31.8,36.0,6.51,Organic,318.9,21.9,721.8,72.1,1040.4
Soybeans,2.73,85.7,47.3,98.7,6.46,None,0.0,27.6,970.5,69.4,41.4
Wheat,1.63,104.0,49.2,56.4,6.32,Urea,215.1,30.0,969.3,30.3,717.3
Vegetables,3.14,71.4,37.3,109.6,5.39,Organic,164.3,16.4,1108.4,53.0,140.2
Soybeans,1.96,72.9,24.2,99.6,7.76,Urea,74.4,17.1,1195.4,67.5,338.8
Wheat,1.21,92.2,41.6,62.9,5.74,Urea,185.8,30.5,1483.9,67.0,853.0
Wheat,2.06,46.9,42.3,50.6,5.45,Ammonium Nitrate,122.1,24.4,687.2,64.7,540.0
Vegetables,3.35,115.2,45.1,68.9,6.25,Ammonium Nitrate,340.2,17.6,1361.0,66.1,1158.0
Rice,2.33,53.0,48.0,61.4,5.73,Urea,226.7,28.6,891.0,79.5,1620.2
Rice,2.21,27.0,14.6,57.0,6.36,Urea,202.2,25.3,466.8,69.2,1575.1
Corn,3.51,75.3,27.4,31.8,6.88,Urea,272.4,35.0,622.3,37.0,762.6
Soybeans,1.05,117.5,6.5,54.7,7.1,Organic,70.4,22.3,1013.1,88.4,240.9
Soybeans,1.17,89.7,46.2,42.8,6.97,Organic,49.3,29.3,1103.3,42.1,217.8
Corn,0.91,93.8,31.8,76.0,6.19,NPK_15-15-15,411.5,16.0,494.3,76.5,855.2
Wheat,2.5,76.0,41.5,84.8,6.43,Ammonium Nitrate,123.5,30.8,582.6,46.2,493.2
Wheat,2.33,71.2,12.9,79.8,6.69,Ammonium Nitrate,226.9,28.4,663.4,82.1,821.8
Corn,3.43,36.4,56.0,71.8,5.17,Urea,185.4,31.8,547.8,61.7,551.1
Vegetables,2.39,18.5,17.1,47.9,6.8,Organic,282.5,29.3,200.0,69.6,260.6
Corn,1.88,79.9,46.6,69.1,5.38,Urea,300.2,23.0,200.0,41.2,880.1
Corn,2.2,107.8,36.8,80.9,7.83,Urea,182.8,17.4,716.4,73.8,736.5
Wheat,2.29,83.6,32.2,53.3,6.12,Ammonium Nitrate,229.7,20.4,938.2,70.0,809.6
Soybeans,0.86,90.6,30.9,67.4,6.27,None,0.0,14.3,1079.5,72.4,316.6
Corn,4.37,114.6,25.4,62.1,5.86,NPK_15-15-15,242.1,18.7,373.2,76.4,228.1
Wheat,2.62,83.2,54.4,98.2,5.96,Urea,204.1,25.7,379.1,67.1,525.7
Wheat,2.37,71.9,35.2,82.0,7.99,Urea,266.6,23.3,665.2,62.5,778.7
Corn,2.69,54.5,16.0,77.2,7.06,Urea,258.3,22.3,851.2,55.3,846.5
Corn,2.77,125.6,29.2,30.7,5.32,Ammonium Nitrate,213.3,19.4,1203.1,59.7,950.1
Wheat,2.09,88.2,36.9,68.5,7.45,Ammonium Nitrate,288.8,14.3,1101.2,79.5,1086.8
Rice,1.7,51.4,48.5,61.9,7.24,NPK_15-15-15,393.8,24.4,721.3,54.9,1565.9
Vegetables,2.68,45.7,25.9,61.7,6.2,NPK_15-15-15,191.3,25.5,976.1,42.9,343.3
Soybeans,2.51,106.3,26.9,33.7,6.61,Organic,66.0,18.3,554.8,53.1,15.2
Vegetables,1.55,49.1,35.4,43.2,6.39,NPK_15-15-15,218.1,20.7,876.0,72.3,520.3
Rice,3.34,121.3,48.1,63.6,7.78,Urea,352.0,31.5,828.2,61.4,1812.2
Vegetables,2.43,10.0,14.5,87.3,5.84,Organic,149.0,29.5,1341.5,72.3,273.9
Rice,2.78,110.6,42.6,53.2,6.5,NPK_15-15-15,413.8,15.8,1022.7,41.0,1449.4
Rice,3.31,87.2,28.0,57.0,6.1,Urea,285.6,23.1,580.2,30.0,1547.2
Corn,2.22,78.0,30.1,100.6,5.4,NPK_15-15-15,311.6,31.1,583.8,68.2,664.1
Corn,2.45,70.6,65.0,59.1,7.93,NPK_15-15-15,238.3,22.4,733.4,77.1,562.6
Wheat,2.85,122.3,32.1,62.4,5.57,Urea,111.9,22.1,302.4,44.5,295.4
Wheat,1.62,92.7,46.3,62.7,6.55,None,0.0,29.2,769.5,71.3,235.1
Corn,2.24,52.4,45.8,38.1,5.18,Urea,413.5,28.6,799.7,79.3,1320.0
Wheat,2.3,32.0,17.3,76.4,6.12,Urea,108.0,28.4,1013.3,64.9,447.4
Rice,1.44,79.4,7.3,51.9,6.7,Urea,301.6,22.1,1064.2,75.8,1883.2
Wheat,4.05,75.0,47.3,64.4,5.82,Urea,284.4,26.9,884.6,67.3,610.7
Rice,1.07,37.0,18.7,73.9,6.81,NPK_15-15-15,194.7,31.3,279.5,61.8,1433.8
Soybeans,1.16,73.6,10.0,103.9,6.21,None,0.0,23.2,422.6,74.9,208.1
Soybeans,3.25,60.7,50.4,38.6,7.21,Organic,98.2,21.4,638.2,88.0,69.4
Wheat,2.77,75.2,19.7,82.3,7.35,Urea,194.2,29.9,1078.3,58.3,615.5
Rice,1.38,93.1,23.4,82.4,5.99,Urea,367.9,34.1,1066.5,63.9,2072.0
Rice,2.69,112.3,64.6,52.2,6.45,Urea,338.4,34.5,762.7,53.1,1819.6
Soybeans,3.37,97.7,10.1,77.0,6.53,None,0.0,21.6,1675.9,66.9,84.8
Rice,2.18,57.0,16.2,97.9,6.83,Ammonium Nitrate,286.3,22.1,1396.5,63.1,1978.0
Corn,4.28,84.2,28.1,49.7,6.41,Urea,292.2,18.1,1284.0,78.9,765.5
Corn,0.82,76.6,31.4,69.8,6.53,Urea,305.1,24.1,1095.2,82.0,1212.1
Wheat,2.76,41.7,21.6,73.1,6.23,None,0.0,17.9,1010.5,74.5,132.7
Wheat,3.13,85.0,17.6,75.7,6.48,Urea,157.1,20.8,985.0,77.6,399.4
Soybeans,2.91,121.4,57.6,80.4,7.31,NPK_15-15-15,54.4,27.1,218.2,56.5,106.5
Corn,2.04,75.8,38.9,68.3,6.85,Urea,428.7,25.5,482.1,53.5,1289.5
Rice,1.97,35.1,43.8,75.3,6.89,Ammonium Nitrate,418.8,14.1,772.3,70.2,2250.3
Soybeans,2.56,75.8,32.9,46.8,6.91,Organic,15.0,31.7,894.8,65.2,125.4
Soybeans,2.85,44.7,39.3,68.3,6.29,NPK_15-15-15,47.1,17.8,806.4,89.0,58.1
Rice,2.68,96.6,49.0,55.5,6.62,Urea,384.5,18.5,945.3,41.9,1870.5
Wheat,3.03,88.1,20.1,40.4,5.64,NPK_15-15-15,240.4,17.1,200.0,72.4,325.7
Rice,1.38,70.7,39.0,54.8,7.29,NPK_15-15-15,314.8,20.1,1027.0,72.2,1541.1
Vegetables,2.02,66.7,45.4,70.4,4.5,NPK_15-15-15,232.3,18.8,871.7,55.9,530.7
Corn,1.45,69.7,58.2,73.7,6.34,Urea,318.3,19.0,784.4,53.4,1011.3
Vegetables,1.89,75.2,64.2,39.6,7.2,NPK_15-15-15,291.1,10.7,1174.6,60.9,569.5
Wheat,3.01,55.7,36.0,46.2,5.45,Urea,118.4,24.2,484.1,45.3,394.8
Wheat,2.29,40.3,52.1,79.5,6.68,Ammonium Nitrate,257.6,24.7,767.1,82.5,947.0
Corn,4.29,103.5,5.0,75.2,5.92,None,0.0,35.2,949.5,90.0,140.3
Wheat,2.35,65.4,58.3,82.7,6.14,Urea,249.3,26.0,551.4,60.9,753.7
Rice,2.25,79.2,24.1,92.4,7.06,Ammonium Nitrate,154.6,20.9,200.0,57.3,1483.9
Corn,2.28,82.1,31.4,75.8,6.54,Ammonium Nitrate,187.1,17.3,446.4,49.3,743.4
Wheat,1.69,83.1,41.6,56.7,4.98,NPK_15-15-15,244.3,23.0,827.3,51.8,555.9
Vegetables,2.15,45.7,32.7,67.3,5.72,NPK_15-15-15,130.0,25.8,762.8,57.9,389.7
Wheat,3.1,33.1,37.9,98.2,7.08,Organic,279.8,20.9,843.6,79.5,146.4
Soybeans,2.29,60.3,58.8,120.3,6.71,None,0.0,23.8,619.3,90.0,105.1
Corn,1.57,84.9,29.2,74.3,7.62,Urea,312.9,33.4,390.7,56.3,1088.2
Rice,1.46,56.8,18.7,75.7,7.58,Urea,165.3,21.5,898.0,54.2,1569.8
Corn,1.84,66.1,62.2,79.5,6.16,Urea,333.6,13.7,791.7,51.0,1021.7
Wheat,2.26,128.2,42.9,65.5,8.15,Urea,215.9,28.0,1073.2,70.4,841.1
Vegetables,3.15,28.9,63.8,88.3,6.42,NPK_15-15-15,326.8,25.1,588.3,69.1,455.3
Wheat,1.13,56.1,48.0,85.2,5.73,NPK_15-15-15,243.7,14.6,200.0,66.2,486.5
Corn,1.94,122.4,15.1,72.1,5.96,NPK_15-15-15,180.9,25.7,200.0,59.7,529.2
Rice,2.32,73.9,44.7,58.6,4.82,Urea,287.6,18.3,709.5,81.3,1762.5
Wheat,0.73,57.4,20.2,34.6,7.52,NPK_15-15-15,258.8,25.8,894.8,74.2,684.9
Rice,1.53,104.2,35.1,79.6,7.52,Urea,432.1,33.4,768.7,73.7,2268.2
Soybeans,1.66,76.4,33.9,69.3,5.69,None,0.0,22.6,652.2,69.4,180.6
Soybeans,1.56,66.3,10.7,50.2,6.24,NPK_15-15-15,44.0,29.1,293.0,62.7,220.4
Wheat,2.35,79.8,22.8,42.4,6.47,None,0.0,17.1,200.0,56.4,81.4
Rice,2.07,58.5,68.1,78.2,5.73,Urea,265.9,15.6,978.5,71.2,1674.5
Rice,1.76,49.6,38.6,33.0,5.17,Urea,295.9,34.0,770.3,70.1,1816.5
Corn,2.54,72.2,32.4,71.0,6.25,Ammonium Nitrate,192.8,25.1,722.8,71.8,790.6
Rice,3.58,49.7,62.2,81.9,6.18,NPK_15-15-15,425.3,26.8,310.4,46.2,1339.2
Rice,3.51,75.3,29.1,76.0,6.13,NPK_15-15-15,424.7,29.5,511.8,69.1,1392.2
Wheat,0.66,83.9,33.6,57.2,6.56,Urea,190.0,20.8,865.8,61.3,774.5
Wheat,2.66,96.3,49.9,40.0,7.4,Urea,267.4,27.8,949.6,54.5,759.0
Corn,2.06,103.2,29.0,76.7,6.19,None,0.0,27.0,792.5,73.7,360.7
Rice,2.32,64.9,23.8,89.0,6.52,Urea,310.6,16.8,1332.7,67.1,1748.3
Corn,1.88,87.5,5.0,53.5,6.91,Urea,282.3,31.4,648.6,90.0,1057.6
Corn,2.29,87.3,21.0,75.1,6.79,Urea,393.5,30.3,1300.4,70.8,1268.4
Soybeans,2.32,83.2,20.8,96.6,5.97,NPK_15-15-15,15.7,16.8,925.9,61.4,62.0
Corn,1.74,63.0,37.4,71.8,6.47,Urea,194.4,24.5,887.8,63.7,742.8
Rice,1.48,49.3,25.8,57.1,6.78,Ammonium Nitrate,207.0,22.3,1176.4,50.9,1779.8
Corn,1.84,87.6,67.4,85.8,5.61,Urea,365.1,30.9,631.6,79.8,1229.8
Vegetables,2.39,32.3,19.1,50.2,7.28,NPK_15-15-15,326.5,16.2,734.8,68.8,517.5
Wheat,2.68,68.3,56.0,39.0,7.4,NPK_15-15-15,154.6,38.0,421.8,69.0,296.9
Corn,2.88,11.2,38.3,81.2,5.89,Urea,421.5,22.6,1177.3,52.2,1157.9
Wheat,1.8,41.6,47.1,56.9,6.54,Ammonium Nitrate,176.5,27.3,967.4,74.3,654.3
Soybeans,2.43,53.1,46.2,58.7,6.85,None,0.0,30.7,1234.2,53.8,133.0
Vegetables,2.97,102.4,5.0,52.5,6.02,Urea,212.8,22.5,921.7,58.4,623.0
Corn,3.13,92.2,34.8,55.5,6.74,Ammonium Nitrate,409.1,22.9,1236.1,66.5,1406.6
Vegetables,2.15,61.2,31.1,93.1,6.51,Organic,216.4,20.9,588.4,58.0,301.7
Vegetables,2.02,93.2,18.0,98.2,5.37,Organic,108.9,18.9,1195.5,55.5,273.0
Vegetables,2.35,97.2,41.9,100.9,6.72,NPK_15-15-15,102.6,24.9,710.8,64.4,359.8
Wheat,1.28,71.0,60.7,86.8,5.63,Urea,244.9,22.8,850.9,77.1,863.7
Wheat,2.05,40.4,5.0,74.3,7.06,Urea,204.6,20.9,1104.9,75.7,674.1
Rice,2.8,69.8,27.0,36.4,5.93,Urea,186.9,21.2,1664.7,73.5,1559.3
Soybeans,2.71,72.6,16.3,61.2,6.29,Organic,69.3,26.5,1137.0,70.8,77.1
Wheat,1.98,44.2,36.1,108.1,7.36,NPK_15-15-15,253.1,19.4,1170.0,59.3,508.4
Wheat,2.37,84.2,30.1,56.3,6.75,Urea,298.8,22.2,659.1,78.5,870.3
Rice,1.54,82.0,25.9,95.3,5.64,Urea,344.3,28.2,904.9,44.2,1972.3
Soybeans,2.76,86.1,45.3,66.1,5.69,None,0.0,24.8,816.4,70.2,87.4
Soybeans,2.14,82.0,59.5,11.4,5.98,NPK_15-15-15,27.8,18.0,1342.7,75.1,191.1
Corn,1.98,93.2,74.9,77.8,6.68,Ammonium Nitrate,390.9,23.4,798.9,63.9,1426.3
Soybeans,1.91,70.5,23.9,90.3,6.65,Organic,83.7,25.8,1315.0,56.3,161.9
Wheat,2.15,80.0,7.7,64.0,5.81,Urea,274.9,28.6,394.4,64.6,832.5
Soybeans,1.84,65.1,43.4,89.7,5.58,NPK_15-15-15,61.7,19.6,1339.6,55.9,162.7
Rice,2.73,60.4,59.2,31.6,6.6,Urea,246.5,20.6,548.5,71.2,1585.5
Rice,1.88,108.5,47.2,37.3,6.27,Urea,299.8,19.9,1148.9,76.3,1820.0
Vegetables,3.47,23.9,59.1,69.1,7.91,Organic,289.8,20.1,547.5,70.4,165.5
Rice,3.37,96.9,31.6,74.5,6.43,Urea,234.6,25.6,1066.4,69.6,1461.5
Soybeans,1.49,59.5,25.9,92.1,7.67,None,0.0,26.6,513.1,74.1,216.8
Wheat,2.26,56.2,36.7,77.8,5.58,NPK_15-15-15,190.7,29.0,1212.8,75.5,460.1
Wheat,1.68,81.5,30.0,41.1,5.3,NPK_15-15-15,173.9,23.0,1145.8,55.7,465.8
Rice,1.94,37.8,44.9,69.3,5.62,Urea,246.4,16.2,639.8,46.5,1669.4
Wheat,3.8,54.6,49.5,77.0,7.23,NPK_15-15-15,253.9,27.0,1052.3,68.3,321.3
Rice,1.95,53.8,50.7,27.5,7.63,NPK_15-15-15,155.3,24.3,1181.6,76.1,1340.8
Corn,2.49,69.5,42.7,64.1,5.85,Urea,254.0,23.8,526.8,46.0,760.4
Rice,2.63,54.9,38.7,58.3,6.08,NPK_15-15-15,223.6,16.8,488.1,65.8,1243.9
Corn,1.4,115.0,46.9,51.9,5.58,Ammonium Nitrate,372.2,22.5,475.0,78.5,1456.8
Vegetables,1.52,119.9,5.6,75.0,5.13,Organic,167.4,17.3,425.4,63.6,313.7
Vegetables,1.24,24.5,38.2,42.0,6.9,Urea,154.7,26.0,473.4,83.3,641.4
Rice,1.49,88.6,35.8,73.3,6.56,Ammonium Nitrate,162.1,21.3,1173.7,81.0,1730.8
Soybeans,0.5,96.5,38.2,76.2,6.41,NPK_15-15-15,99.5,20.8,1045.2,62.8,376.1
Rice,2.64,88.6,33.7,86.7,5.42,Urea,299.0,15.5,256.4,60.6,1666.0
Wheat,3.84,58.5,41.5,42.5,7.55,Urea,218.4,28.8,671.4,60.8,469.6
Soybeans,2.32,68.9,26.4,34.9,6.05,Organic,53.0,22.2,444.8,66.6,26.1
Vegetables,1.07,56.3,51.9,70.6,6.77,NPK_15-15-15,341.9,24.0,1151.5,50.9,687.6
Rice,1.69,64.5,42.1,59.3,5.38,Urea,321.1,19.7,692.6,48.7,1907.3
Soybeans,1.83,44.8,37.3,123.1,6.27,Organic,42.2,14.9,309.5,37.7,-3.6
Rice,1.39,72.1,24.5,74.2,6.6,Urea,356.5,20.7,909.6,64.7,1970.4
Vegetables,2.89,37.4,47.2,66.2,6.63,Ammonium Nitrate,217.1,21.6,1062.3,89.5,804.0
Corn,2.85,70.0,38.1,61.5,6.51,Urea,306.4,25.0,516.2,41.1,851.0
Wheat,1.28,43.8,23.7,40.6,6.75,Ammonium Nitrate,148.5,21.7,757.3,62.8,668.1
Wheat,2.78,80.2,34.2,76.3,5.61,Ammonium Nitrate,109.2,19.8,534.2,62.4,401.6
