Crop_Type,Soil_Organic_Carbon,N_Content,P_Content,K_Content,pH,Fertilizer_Type,Fertilizer_Amount,Temperature,Rainfall,Humidity,Carbon_Footprint,Sustainability_Level,Carbon_Credits
Wheat,1.25,81.7,23.0,68.4,6.33,Urea,207.0,31.3,570.6,59.7,1230.9,Low,0.0
Soybeans,1.88,84.5,40.7,70.8,7.26,None,0.0,28.3,593.7,68.0,-166.6,High,1.167
Soybeans,2.42,108.6,45.4,98.5,6.39,Organic,4.8,17.0,656.4,67.0,-160.0,High,1.16
Soybeans,2.16,81.6,37.1,64.2,6.13,NPK_15-15-15,108.2,23.7,1602.9,58.2,138.8,High,0.861
Wheat,2.35,58.8,59.1,80.1,7.31,Ammonium Nitrate,263.1,24.2,1482.2,66.6,1825.0,Low,0.0
Corn,1.66,97.1,41.9,106.0,6.06,Ammonium Nitrate,463.1,21.7,1111.2,56.5,2308.5,Low,0.0
Wheat,3.14,40.8,48.7,91.1,5.41,Organic,196.6,27.5,513.8,62.9,253.9,High,0.746
Vegetables,1.26,48.0,37.0,88.1,6.04,NPK_15-15-15,250.4,27.8,1162.6,61.0,721.1,Medium,0.279
Vegetables,2.59,83.4,45.1,58.9,6.83,NPK_15-15-15,224.6,22.5,766.5,49.8,466.5,Medium,0.534
Corn,3.15,87.9,23.0,69.6,7.37,NPK_15-15-15,235.0,22.0,200.0,36.8,500.6,Medium,0.499
Corn,2.58,43.9,28.1,38.6,6.48,Urea,385.9,31.3,950.5,53.7,2899.9,Low,0.0
Corn,2.04,65.4,40.2,75.0,7.32,Urea,312.0,28.4,555.3,86.6,2148.3,Low,0.0
Soybeans,1.78,59.8,40.1,70.5,5.45,None,0.0,23.9,567.2,61.3,31.9,High,0.968
Soybeans,3.03,62.8,42.6,65.5,6.09,Organic,113.9,15.0,762.4,74.3,108.5,High,0.892
Corn,1.06,98.6,51.5,85.5,6.2,Ammonium Nitrate,397.4,25.3,675.6,39.5,1578.6,Low,0.0
Wheat,1.42,92.7,13.6,40.8,6.32,Ammonium Nitrate,128.4,27.1,838.0,52.9,645.9,Medium,0.354
Soybeans,1.88,74.5,20.4,97.7,6.46,Organic,30.3,10.0,821.2,48.7,-170.0,High,1.17
Soybeans,3.19,61.4,38.4,83.0,6.88,None,0.0,24.8,200.0,62.6,1.4,High,0.999
Wheat,2.5,41.3,24.1,63.6,6.09,Urea,146.1,21.3,1382.1,90.0,1303.5,Low,0.0
Wheat,1.43,110.5,85.7,62.0,6.5,Ammonium Nitrate,202.2,22.4,505.8,70.5,795.1,Medium,0.205
Wheat,1.95,89.8,42.7,74.6,6.37,Urea,125.9,18.8,516.7,85.3,616.8,Medium,0.383
Rice,1.71,57.3,33.8,95.4,5.75,NPK_15-15-15,295.1,22.7,735.0,61.9,1552.7,Low,0.0
Wheat,1.63,93.0,27.3,67.0,6.32,Urea,193.0,30.7,812.1,81.4,1685.6,Low,0.0
Wheat,2.98,73.2,27.8,67.9,6.3,Urea,144.7,21.2,1360.6,89.9,1279.9,Low,0.0
Vegetables,1.1,67.8,35.5,65.4,6.28,None,0.0,28.5,944.3,63.7,-11.7,High,1.012
Wheat,3.49,85.9,36.7,100.6,6.42,Ammonium Nitrate,109.3,19.3,1048.3,58.5,649.5,Medium,0.35
Soybeans,2.86,56.5,28.1,57.6,6.45,None,0.0,27.4,946.1,49.2,-59.5,High,1.06
Corn,3.07,66.4,30.9,64.4,6.1,NPK_15-15-15,256.3,23.5,931.0,61.3,738.1,Medium,0.262
Wheat,1.83,78.0,55.2,94.3,7.29,Ammonium Nitrate,272.5,25.3,958.4,66.0,1547.5,Low,0.0
Corn,2.08,62.5,55.8,67.9,5.58,Urea,350.2,23.5,200.0,89.4,1550.1,Low,0.0
Corn,1.05,91.7,38.8,87.7,5.9,Ammonium Nitrate,300.4,26.8,762.5,49.5,1410.3,Low,0.0
Soybeans,1.78,121.7,14.9,46.8,8.35,Organic,56.8,10.1,1256.8,65.7,19.3,High,0.981
Vegetables,2.59,56.1,43.1,60.9,5.67,Urea,303.6,16.1,2000.0,43.2,1758.0,Low,0.0
Corn,3.24,33.4,58.3,94.7,5.45,Urea,319.2,25.7,428.5,59.9,1555.5,Low,0.0
Rice,1.31,25.0,55.5,51.5,6.91,Ammonium Nitrate,361.7,12.9,998.1,68.7,2545.2,Low,0.0
Soybeans,1.91,71.2,46.0,62.0,4.95,Organic,88.3,20.7,650.1,71.2,83.3,High,0.917
Corn,2.08,58.4,56.3,70.1,6.24,Urea,376.0,23.2,1566.7,72.1,3230.3,Low,0.0
Wheat,1.08,80.2,35.8,45.2,7.9,NPK_15-15-15,277.9,19.2,376.2,69.8,328.0,High,0.672
Soybeans,2.67,78.3,44.4,56.7,5.32,Organic,37.5,19.9,1068.7,72.0,74.7,High,0.925
Wheat,1.62,34.9,24.8,67.3,5.01,Urea,169.1,24.9,357.5,65.5,817.6,Medium,0.182
Corn,2.04,29.6,39.4,65.9,5.35,Ammonium Nitrate,238.9,28.7,738.5,52.4,1319.9,Low,0.0
Rice,1.84,82.4,54.9,90.6,7.03,None,0.0,18.5,838.0,42.8,1237.4,Low,0.0
Soybeans,1.57,78.4,26.2,95.8,7.19,None,0.0,20.5,1224.4,58.4,-103.4,High,1.103
Wheat,2.19,64.4,22.1,47.9,6.04,Urea,212.4,19.7,473.0,63.4,965.5,Medium,0.034
Corn,2.03,33.6,36.5,67.2,6.88,NPK_15-15-15,253.6,10.9,1082.2,80.0,523.4,Medium,0.477
Soybeans,1.9,86.8,31.6,78.5,7.37,Organic,48.7,24.2,856.6,63.8,-98.1,High,1.098
Corn,1.62,106.8,44.7,95.3,7.65,Urea,364.4,28.4,945.5,62.6,2718.7,Low,0.0
Soybeans,2.46,81.9,28.2,79.4,6.23,None,0.0,28.8,1185.4,69.6,-90.9,High,1.091
Corn,3.52,53.8,60.8,70.8,4.79,Urea,345.7,19.0,401.1,61.8,1554.7,Low,0.0
Vegetables,2.31,76.1,15.7,78.3,5.83,NPK_15-15-15,319.2,17.0,1133.7,74.7,679.4,Medium,0.321
Rice,3.0,40.8,53.8,78.5,6.1,NPK_15-15-15,203.6,23.6,650.9,88.8,1633.1,Low,0.0
Rice,1.09,101.4,23.5,46.4,6.22,NPK_15-15-15,195.5,27.8,1233.6,90.0,1817.1,Low,0.0
Corn,2.33,77.0,8.1,68.9,6.27,Urea,375.9,24.3,967.1,66.2,2565.0,Low,0.0
Rice,1.32,30.8,38.6,94.2,7.18,Urea,309.2,25.0,776.7,69.0,2986.7,Low,0.0
Vegetables,1.02,67.5,31.2,60.9,7.29,NPK_15-15-15,113.2,29.4,643.5,83.9,266.3,High,0.734
Vegetables,1.61,86.6,18.4,67.6,6.28,NPK_15-15-15,215.2,19.7,1138.2,63.2,464.5,Medium,0.536
Rice,3.15,66.7,9.8,60.1,7.17,Urea,164.7,22.4,1291.3,73.2,2348.9,Low,0.0
Rice,2.96,68.1,34.9,18.7,6.65,Urea,390.5,32.0,663.5,51.4,3388.1,Low,0.0
Soybeans,2.39,44.4,49.6,65.4,6.45,None,0.0,22.5,453.4,61.3,-77.9,High,1.078
Vegetables,0.97,89.2,43.8,71.0,7.03,Ammonium Nitrate,162.3,16.9,1093.0,78.9,658.4,Medium,0.342
Wheat,2.04,58.8,35.9,54.8,6.45,NPK_15-15-15,290.9,20.0,343.0,56.4,393.8,High,0.606
Rice,2.44,21.1,42.2,41.9,7.84,Urea,406.6,18.6,393.1,63.5,2543.8,Low,0.0
Rice,2.34,65.7,34.6,47.4,5.39,Ammonium Nitrate,437.0,25.4,478.1,46.1,2724.7,Low,0.0
Wheat,0.72,99.5,13.6,80.3,6.04,Urea,294.7,18.8,704.6,89.1,1387.5,Low,0.0
Corn,1.49,65.3,13.7,104.5,6.31,Urea,465.9,24.9,382.3,80.2,2169.7,Low,0.0
Wheat,2.15,118.4,32.0,92.6,6.71,Ammonium Nitrate,206.0,19.7,200.0,67.3,758.7,Medium,0.241
Rice,2.63,85.7,32.6,38.1,7.29,NPK_15-15-15,366.8,12.5,452.6,71.1,1545.1,Low,0.0
Soybeans,0.5,83.5,47.8,82.1,6.38,Organic,50.0,25.1,1074.9,69.8,-556.8,High,1.557
Corn,2.07,71.8,46.4,51.7,5.4,NPK_15-15-15,464.5,24.3,405.0,81.6,949.2,Medium,0.051
Wheat,2.31,73.3,44.1,53.4,6.99,Urea,217.6,26.2,730.9,58.8,1213.5,Low,0.0
Wheat,2.88,68.4,30.8,55.8,6.93,NPK_15-15-15,230.6,20.0,1531.3,73.8,671.6,Medium,0.328
Wheat,2.75,67.4,14.3,79.1,5.04,NPK_15-15-15,279.0,19.4,832.8,77.9,653.7,Medium,0.346
Corn,2.67,88.3,41.2,84.2,6.4,NPK_15-15-15,395.1,25.6,969.9,79.6,1212.7,Low,0.0
Wheat,1.56,51.6,42.9,63.0,5.29,None,0.0,31.4,518.9,37.9,201.5,High,0.798
Wheat,0.67,48.1,5.0,63.4,5.93,NPK_15-15-15,263.1,23.6,1607.2,57.8,582.1,Medium,0.418
Wheat,1.89,46.9,22.5,74.3,5.77,Urea,147.8,25.7,660.5,52.8,739.2,Medium,0.261
Wheat,3.0,126.1,24.6,76.4,6.97,Ammonium Nitrate,241.9,21.8,770.2,66.8,1175.6,Medium,0.0
Wheat,3.31,88.3,36.8,88.5,6.48,Urea,118.7,15.5,1311.0,40.8,639.4,Medium,0.361
Soybeans,2.77,82.6,22.9,39.3,5.5,Organic,92.5,28.5,786.4,40.5,61.3,High,0.939
Rice,2.54,48.6,34.4,65.4,7.02,NPK_15-15-15,423.9,28.2,866.8,90.0,2221.3,Low,0.0
Soybeans,2.5,90.6,31.8,43.6,5.4,Organic,44.7,27.2,751.4,72.4,15.8,High,0.984
Wheat,1.76,72.1,32.6,64.0,6.63,Ammonium Nitrate,175.2,22.6,753.8,66.5,821.3,Medium,0.179
Corn,2.1,80.4,24.3,60.5,5.83,Ammonium Nitrate,287.5,26.6,979.7,69.4,1916.5,Low,0.0
Corn,3.54,50.6,25.4,64.1,6.14,Urea,311.7,28.1,1043.5,66.8,2547.3,Low,0.0
Rice,1.45,79.0,18.8,49.0,6.75,Urea,158.6,31.9,624.9,77.0,2271.8,Low,0.0
Soybeans,3.49,64.4,40.7,35.3,6.77,Organic,24.7,28.6,581.9,57.4,90.9,High,0.909
Soybeans,1.94,55.9,43.6,23.1,7.34,Organic,33.3,23.8,636.8,67.2,-109.7,High,1.11
Soybeans,3.26,93.4,23.4,62.4,6.34,Organic,118.9,16.7,359.6,67.7,11.0,High,0.989
Wheat,1.07,36.6,57.8,56.4,6.61,Ammonium Nitrate,229.4,24.3,293.3,52.4,722.9,Medium,0.277
Rice,2.67,89.1,30.3,51.5,6.09,Organic,262.2,24.8,954.0,80.3,1176.7,Medium,0.0
Corn,1.61,92.1,58.0,91.5,6.53,Urea,264.8,27.2,1178.5,59.7,2074.1,Low,0.0
Rice,1.07,53.0,25.4,47.8,6.71,Urea,343.5,30.5,1154.9,77.2,4550.7,Low,0.0
Rice,2.37,54.5,5.0,93.3,6.33,Urea,406.0,23.0,200.0,66.4,2621.7,Low,0.0
Corn,3.01,69.4,41.0,97.5,5.14,Urea,450.2,34.4,764.2,84.6,4344.3,Low,0.0
Corn,1.52,82.1,38.7,26.0,6.63,Organic,477.0,14.4,464.3,52.5,273.1,High,0.727
Wheat,1.0,71.2,35.5,66.8,6.66,NPK_15-15-15,128.4,25.7,900.3,52.0,110.5,High,0.89
Soybeans,2.13,85.8,25.4,57.0,5.92,None,0.0,19.3,703.8,54.1,2.8,High,0.997
Vegetables,2.13,119.1,34.5,10.0,5.5,Ammonium Nitrate,324.3,13.6,1057.2,66.6,1498.4,Low,0.0
Vegetables,2.64,62.3,27.3,36.1,7.43,NPK_15-15-15,181.7,22.5,843.3,83.5,512.9,Medium,0.487
Wheat,2.96,32.1,30.5,80.5,6.74,Organic,102.6,15.9,200.0,84.1,182.2,High,0.818
Rice,2.15,95.6,47.6,105.4,6.24,Urea,276.6,22.7,511.5,37.3,2237.1,Low,0.0
Wheat,3.68,117.1,37.8,83.1,5.6,NPK_15-15-15,229.5,23.7,852.0,68.0,570.5,Medium,0.43
Soybeans,2.38,84.8,44.1,71.5,5.82,Organic,105.6,29.3,881.5,30.0,19.5,High,0.98
Corn,1.92,47.8,31.5,64.6,7.31,Urea,336.6,15.7,358.0,74.5,1340.8,Low,0.0
Rice,0.91,71.9,29.9,98.7,6.5,NPK_15-15-15,340.8,28.2,312.2,78.4,1686.6,Low,0.0
Soybeans,1.99,47.0,17.7,108.0,6.01,Organic,2.1,24.0,869.7,64.5,-28.5,High,1.028
Rice,1.93,91.1,29.4,53.3,6.76,Urea,185.7,28.9,358.7,66.0,1998.4,Low,0.0
Wheat,2.97,41.2,5.0,25.0,5.83,Urea,123.5,21.3,266.0,65.9,619.4,Medium,0.381
Wheat,2.57,67.5,26.1,23.0,7.45,Ammonium Nitrate,135.7,16.6,694.2,55.6,567.9,Medium,0.432
Corn,1.26,49.9,33.8,91.4,7.35,NPK_15-15-15,441.4,17.2,679.0,70.2,717.8,Medium,0.282
Rice,2.34,78.2,43.5,64.1,6.07,Urea,303.4,16.8,542.6,62.2,2270.5,Low,0.0
Rice,2.74,65.8,31.0,68.7,5.96,None,0.0,26.0,603.7,76.2,1144.7,Medium,0.0
Corn,3.42,79.4,40.2,29.2,4.57,Ammonium Nitrate,478.5,31.2,854.8,63.6,3155.9,Low,0.0
Corn,2.91,75.6,5.0,49.9,5.36,Urea,438.7,20.6,597.9,54.7,2011.5,Low,0.0
Soybeans,2.81,50.3,34.1,59.1,5.46,Organic,2.7,26.8,874.7,46.6,85.1,High,0.915
Rice,2.25,90.7,9.8,69.2,6.49,None,0.0,15.6,716.8,42.6,1142.9,Medium,0.0
Wheat,2.51,73.8,16.9,57.0,6.17,None,0.0,24.4,908.7,80.8,103.6,High,0.896
Rice,3.2,50.3,32.2,44.3,5.46,Urea,436.2,27.0,1157.4,59.5,4260.5,Low,0.0
Vegetables,1.13,131.0,54.1,49.3,6.2,Ammonium Nitrate,270.0,16.0,1143.7,69.1,1234.6,Low,0.0
Rice,1.92,86.9,40.6,89.2,6.75,Urea,224.0,22.4,1300.9,86.4,2984.1,Low,0.0
Rice,1.58,71.2,35.3,69.9,6.77,NPK_15-15-15,263.2,27.2,1143.4,58.2,1844.3,Low,0.0
Vegetables,2.5,110.4,34.7,77.2,5.07,Urea,203.6,10.0,933.5,57.5,1013.1,Medium,0.0
Soybeans,3.18,121.0,24.3,47.0,6.31,NPK_15-15-15,82.0,30.4,698.3,63.4,150.0,High,0.85
Corn,1.72,71.4,26.8,10.0,5.43,Urea,432.7,25.3,714.3,65.4,2514.5,Low,0.0
Soybeans,0.5,83.7,41.4,54.5,7.03,NPK_15-15-15,47.2,27.2,542.8,87.7,-445.1,High,1.445
Wheat,1.87,50.3,14.2,47.7,6.95,Urea,228.8,21.4,851.6,83.8,1502.5,Low,0.0
Wheat,2.93,71.3,43.9,72.0,5.77,Urea,195.6,14.5,1094.1,72.5,1114.6,Medium,0.0
Corn,2.63,70.0,29.2,130.7,5.86,Urea,445.2,26.3,596.0,82.4,2750.9,Low,0.0
Corn,2.54,79.6,47.4,78.9,6.08,Urea,428.9,23.1,837.0,62.9,2472.5,Low,0.0
Soybeans,1.98,83.3,49.4,119.7,4.82,NPK_15-15-15,10.6,23.7,612.9,68.6,118.8,High,0.881
Wheat,1.18,89.0,9.9,76.4,6.64,Urea,120.5,29.2,923.3,61.4,863.5,Medium,0.136
Rice,2.61,80.9,26.3,52.4,6.21,Ammonium Nitrate,446.5,27.5,657.7,49.5,3073.2,Low,0.0
Soybeans,1.53,44.7,22.2,72.0,7.08,Urea,55.3,33.5,591.2,79.4,211.2,High,0.789
Soybeans,3.95,51.5,7.8,100.6,5.63,Organic,40.8,24.3,612.0,71.4,75.2,High,0.925
Corn,2.66,61.3,19.5,101.6,5.97,Urea,448.5,19.9,1026.2,65.2,2505.8,Low,0.0
Wheat,1.74,67.9,71.6,53.5,5.35,Urea,255.0,22.5,816.1,65.0,1481.5,Low,0.0
Corn,1.71,101.3,44.1,70.1,5.7,Urea,295.0,25.7,700.1,46.9,1558.2,Low,0.0
Soybeans,2.13,45.9,63.8,36.4,5.57,Organic,36.6,28.8,941.5,53.3,-15.8,High,1.016
Wheat,2.01,66.1,47.4,81.5,7.1,Urea,122.9,15.9,704.9,69.0,542.9,Medium,0.457
Vegetables,3.09,98.8,23.9,96.1,5.91,NPK_15-15-15,305.5,23.5,1244.3,58.7,867.3,Medium,0.133
Corn,2.35,67.5,29.3,65.8,6.49,Urea,402.8,31.9,509.1,62.4,2324.5,Low,0.0
Corn,1.61,86.5,43.8,51.7,6.13,Urea,445.0,22.3,784.6,63.7,2358.1,Low,0.0
Rice,3.71,71.5,41.6,72.2,5.51,Urea,201.5,28.3,358.3,56.8,2037.0,Low,0.0
Rice,2.24,81.4,26.3,73.3,6.28,None,0.0,26.1,728.6,53.4,1224.7,Low,0.0
Corn,2.82,69.3,12.4,66.6,6.82,Urea,350.3,28.5,262.1,45.7,1610.6,Low,0.0
Vegetables,1.71,91.7,84.3,68.6,5.55,NPK_15-15-15,193.2,19.3,1111.2,63.2,462.5,Medium,0.538
Corn,2.49,36.4,32.9,61.5,6.97,None,0.0,19.3,1118.3,72.4,257.1,High,0.743
Rice,2.45,65.9,30.1,84.9,5.81,NPK_15-15-15,398.9,23.6,1124.5,45.3,1908.7,Low,0.0
Soybeans,0.69,82.4,36.7,79.7,6.06,None,0.0,15.5,860.1,64.7,-507.9,High,1.508
Rice,3.81,88.3,31.4,45.3,6.77,Ammonium Nitrate,179.2,22.1,542.0,68.4,1894.9,Low,0.0
Soybeans,3.23,112.3,36.8,44.8,5.94,None,0.0,24.8,569.9,53.1,108.0,High,0.892
Corn,1.88,65.2,54.3,59.9,6.43,Urea,237.1,32.8,1385.6,82.1,3394.4,Low,0.0
Wheat,1.32,112.0,33.1,79.7,6.18,Ammonium Nitrate,285.1,25.6,1352.5,60.4,1746.5,Low,0.0
Corn,2.48,58.5,17.6,68.0,6.49,Urea,434.6,26.8,892.9,63.8,2940.4,Low,0.0
Corn,2.27,108.2,32.6,52.1,4.73,Urea,221.0,29.6,669.5,63.1,1560.8,Low,0.0
Vegetables,2.48,95.4,28.0,70.2,5.12,Organic,342.4,18.5,1329.0,43.8,228.8,High,0.771
Corn,2.35,52.2,56.4,58.4,6.83,Urea,271.1,22.6,606.9,77.1,1547.1,Low,0.0
Wheat,2.6,82.7,52.6,82.6,7.13,Ammonium Nitrate,262.8,36.1,930.1,53.5,1732.0,Low,0.0
Rice,3.36,73.7,36.6,71.7,5.76,Urea,217.2,23.1,1323.2,62.2,2609.3,Low,0.0
Rice,2.65,90.6,15.8,58.7,6.23,NPK_15-15-15,271.7,29.3,557.3,72.2,1657.2,Low,0.0
Vegetables,1.36,69.4,16.6,69.6,6.61,NPK_15-15-15,318.1,28.5,1140.2,82.5,1010.5,Medium,0.0
Corn,3.29,67.3,35.2,91.3,6.89,Organic,464.4,15.8,1032.2,52.0,361.4,High,0.639
Wheat,3.51,109.2,40.0,53.6,4.98,Urea,282.5,25.1,836.2,59.6,1806.0,Low,0.0
Vegetables,4.72,72.5,29.4,73.1,5.78,Organic,138.6,24.3,502.3,81.6,350.0,High,0.65
Wheat,1.3,95.7,27.8,63.6,6.17,Ammonium Nitrate,105.3,25.2,596.4,70.6,547.3,Medium,0.453
Vegetables,2.39,69.4,26.1,73.5,6.89,Organic,283.4,19.6,951.3,73.1,226.6,High,0.773
Corn,0.53,116.7,34.6,51.9,8.15,NPK_15-15-15,231.8,17.7,351.8,52.4,309.2,High,0.691
Rice,2.64,58.0,5.0,67.2,6.24,Ammonium Nitrate,203.7,21.0,895.8,60.4,2046.3,Low,0.0
Rice,1.76,59.6,18.5,87.2,5.42,Organic,352.5,23.0,1039.4,63.0,1339.0,Low,0.0
Soybeans,3.74,113.1,25.6,46.3,6.68,Ammonium Nitrate,22.4,29.7,1194.8,54.7,140.1,High,0.86
Vegetables,1.58,63.9,53.1,38.4,7.32,NPK_15-15-15,219.2,33.0,360.6,44.9,509.4,Medium,0.491
Rice,0.85,115.0,22.8,39.2,6.48,NPK_15-15-15,234.2,30.8,1310.7,58.9,1880.3,Low,0.0
Wheat,1.82,97.3,37.7,41.6,5.77,NPK_15-15-15,135.4,28.0,1443.4,81.3,479.5,Medium,0.52
Corn,0.62,71.1,38.4,76.9,7.07,Ammonium Nitrate,467.3,18.3,993.6,65.7,1946.9,Low,0.0
Wheat,2.8,29.7,54.5,36.9,6.86,Ammonium Nitrate,110.0,21.4,486.7,81.5,615.0,Medium,0.385
Wheat,0.55,74.5,53.9,59.0,5.68,None,0.0,24.6,735.2,67.1,-11.3,High,1.011
Vegetables,2.22,77.5,34.1,77.4,6.67,Ammonium Nitrate,279.5,20.2,833.3,55.8,1305.0,Low,0.0
Wheat,0.54,104.2,27.9,73.3,7.1,Ammonium Nitrate,158.9,26.5,944.7,80.3,736.4,Medium,0.264
Rice,1.94,114.7,25.0,57.3,7.23,Urea,203.3,27.2,857.7,67.5,2420.8,Low,0.0
Corn,3.51,57.9,31.4,68.8,6.35,NPK_15-15-15,441.9,26.3,948.4,76.5,1271.5,Low,0.0
Corn,2.49,95.0,28.5,67.1,6.15,Urea,211.1,28.8,818.2,52.2,1458.2,Low,0.0
Corn,1.51,94.1,43.3,60.5,7.26,NPK_15-15-15,326.1,18.8,942.8,77.5,769.1,Medium,0.231
Rice,2.18,101.8,41.3,60.8,5.55,Urea,272.2,28.4,688.8,77.8,2945.7,Low,0.0
Vegetables,2.21,87.5,43.9,109.7,6.71,NPK_15-15-15,231.5,19.9,731.6,68.5,444.5,Medium,0.556
Wheat,2.58,26.4,53.9,81.2,5.44,Ammonium Nitrate,193.3,18.6,648.4,55.3,865.2,Medium,0.135
Wheat,1.11,71.1,62.9,114.6,7.15,NPK_15-15-15,163.5,26.3,1521.0,64.4,466.2,Medium,0.534
Corn,2.67,46.1,36.9,55.1,6.22,Ammonium Nitrate,270.0,29.8,1362.4,72.3,2374.3,Low,0.0
Vegetables,0.5,69.9,51.5,63.3,7.29,Organic,125.5,26.0,1044.4,67.8,-52.4,High,1.052
Soybeans,1.7,99.5,29.7,38.4,6.74,NPK_15-15-15,96.1,23.6,1313.9,72.2,39.1,High,0.961
Corn,1.81,82.6,52.8,48.8,5.54,Urea,367.7,25.1,1129.5,77.1,2958.4,Low,0.0
Soybeans,2.71,103.7,50.9,103.0,7.4,None,0.0,24.2,913.4,57.2,6.6,High,0.993
Wheat,2.22,83.5,50.1,54.6,7.49,Ammonium Nitrate,137.5,17.6,323.1,51.1,495.3,Medium,0.505
Corn,1.08,42.5,36.4,103.4,7.02,Urea,427.0,17.0,758.2,64.5,1847.7,Low,0.0
Wheat,1.41,12.0,25.0,40.1,5.87,Ammonium Nitrate,244.7,23.1,732.7,61.0,1125.4,Medium,0.0
Wheat,2.36,78.7,14.1,43.9,6.19,NPK_15-15-15,200.2,23.9,453.4,74.4,461.4,Medium,0.539
Corn,2.14,69.7,34.4,58.2,6.5,NPK_15-15-15,275.1,23.6,329.8,52.1,474.0,Medium,0.526
Vegetables,1.74,50.6,58.0,63.7,5.91,NPK_15-15-15,271.6,27.0,1022.5,77.2,767.5,Medium,0.232
Soybeans,1.82,32.5,30.4,83.5,7.58,NPK_15-15-15,32.8,22.4,963.6,81.2,-9.1,High,1.009
Wheat,2.76,56.6,46.8,74.0,6.5,NPK_15-15-15,231.1,26.4,441.4,65.0,449.8,Medium,0.55
Wheat,1.79,70.1,47.7,56.7,4.51,Ammonium Nitrate,259.1,22.7,588.9,65.7,1355.3,Low,0.0
Rice,2.13,91.6,30.7,62.3,6.64,Ammonium Nitrate,414.4,33.0,1256.4,55.8,4340.4,Low,0.0
Wheat,3.94,79.7,54.7,58.6,6.16,NPK_15-15-15,162.9,23.9,542.8,58.5,404.3,Medium,0.596
Wheat,1.06,115.2,5.0,46.7,6.35,Ammonium Nitrate,233.5,35.7,909.8,60.1,1493.7,Low,0.0
Corn,0.72,49.1,16.7,47.2,6.14,NPK_15-15-15,233.6,25.3,783.6,82.3,418.5,Medium,0.582
Wheat,2.83,97.0,21.3,85.6,6.96,Ammonium Nitrate,123.8,22.4,1027.2,64.1,760.5,Medium,0.24
Soybeans,1.66,76.2,22.7,28.4,7.18,NPK_15-15-15,82.3,18.8,550.4,49.1,-75.4,High,1.075
Wheat,1.95,92.4,40.0,97.3,6.6,Urea,232.5,16.0,881.5,68.1,1100.5,Medium,0.0
Corn,1.58,64.1,39.4,58.1,6.16,Organic,470.8,18.3,909.1,74.9,236.9,High,0.763
Soybeans,1.99,101.8,40.9,49.5,6.37,NPK_15-15-15,89.9,18.9,930.6,64.7,44.0,High,0.956
Corn,3.48,82.4,43.9,79.8,6.41,Organic,207.4,25.6,877.7,82.6,219.2,High,0.781
Rice,2.84,58.0,20.7,94.7,5.84,Urea,425.8,20.8,970.6,74.3,3594.6,Low,0.0
Corn,2.89,74.7,16.7,87.4,6.81,Urea,460.1,24.5,1617.1,52.4,3471.9,Low,0.0
Rice,1.07,69.0,40.9,75.0,6.72,Ammonium Nitrate,180.0,30.2,1746.5,58.4,2727.0,Low,0.0
Soybeans,1.28,87.2,25.5,86.7,7.48,Organic,39.2,23.0,626.3,67.7,-158.2,High,1.158
Wheat,0.5,45.5,11.4,30.7,7.28,Urea,208.3,34.3,200.0,45.0,899.4,Medium,0.101
Corn,1.55,74.3,49.6,54.6,5.92,Urea,324.6,17.4,1058.4,69.0,1729.0,Low,0.0
Vegetables,2.97,84.9,55.9,46.8,6.97,Urea,300.6,22.7,915.2,43.9,1537.6,Low,0.0
Vegetables,2.61,75.8,58.4,89.5,5.73,NPK_15-15-15,305.2,20.7,1221.4,77.3,868.1,Medium,0.132
Vegetables,2.02,108.7,37.8,57.3,6.89,Organic,179.3,28.4,949.7,75.9,113.0,High,0.887
Corn,2.18,94.4,44.4,81.9,6.04,Urea,453.4,11.9,870.5,71.1,2051.5,Low,0.0
Wheat,1.65,74.8,55.5,75.7,5.68,NPK_15-15-15,121.5,16.0,1245.1,56.9,318.3,High,0.682
Vegetables,2.36,80.4,25.4,47.8,6.6,Organic,105.0,22.9,1294.1,67.0,198.5,High,0.802
Soybeans,2.81,82.4,51.7,53.3,4.53,Urea,63.1,31.6,364.7,58.8,382.2,High,0.618
Corn,0.91,85.1,39.1,90.9,5.17,Urea,469.3,24.7,564.2,52.6,2185.7,Low,0.0
Corn,2.44,29.4,48.7,49.5,6.28,NPK_15-15-15,374.9,16.5,813.0,60.9,763.1,Medium,0.237
Wheat,2.95,67.5,37.8,67.5,6.46,Urea,165.0,17.3,884.5,73.4,925.8,Medium,0.074
Vegetables,1.87,37.9,54.4,49.3,6.14,NPK_15-15-15,220.2,32.2,770.9,65.5,648.3,Medium,0.352
Wheat,2.76,107.0,38.4,58.7,5.29,Urea,215.5,20.3,1002.0,82.4,1442.3,Low,0.0
Wheat,4.45,73.5,12.7,64.1,5.83,Ammonium Nitrate,289.5,18.6,1198.6,74.2,1616.5,Low,0.0
Corn,2.12,70.2,56.8,49.3,6.67,Organic,349.6,31.2,1452.9,72.9,297.7,High,0.702
Wheat,2.51,97.4,20.8,45.8,6.81,Ammonium Nitrate,127.6,28.8,1052.6,45.7,818.9,Medium,0.181
Soybeans,1.61,85.6,53.8,70.7,6.39,NPK_15-15-15,108.1,30.1,551.7,61.6,-11.3,High,1.011
Rice,2.35,46.8,33.6,48.1,7.21,NPK_15-15-15,206.8,18.6,798.4,52.2,1411.1,Low,0.0
Soybeans,2.57,73.2,52.6,48.8,6.68,Organic,112.2,15.6,823.6,62.8,-27.0,High,1.027
